Utility_ID,Electric_Utility,State
492,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
493,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
494,PUGET SOUND ENERGY INC,Unknown
495,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
496,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
497,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
498,PUGET SOUND ENERGY INC,Unknown
499,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
500,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
501,PUGET SOUND ENERGY INC,Unknown
502,PUGET SOUND ENERGY INC,Unknown
503,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
504,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
505,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
506,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,Unknown
507,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
508,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
509,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
510,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
511,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
512,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
513,PUGET SOUND ENERGY INC,Unknown
514,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
515,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
516,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
517,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
518,PACIFICORP,Unknown
519,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
520,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
521,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,Unknown
522,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
523,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
524,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
525,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
526,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
527,PUGET SOUND ENERGY INC,Unknown
528,PUGET SOUND ENERGY INC,Unknown
529,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
530,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
531,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
532,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
533,PUGET SOUND ENERGY INC,Unknown
534,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
535,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,Unknown
536,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
537,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
538,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
539,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
540,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
541,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
542,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
543,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
544,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
545,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
546,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
547,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
548,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
549,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
550,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
551,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
552,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
553,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
554,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
555,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
556,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
557,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
558,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
559,PUGET SOUND ENERGY INC,Unknown
560,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
561,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
562,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
563,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
564,PUGET SOUND ENERGY INC,Unknown
565,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
566,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
567,PUGET SOUND ENERGY INC,Unknown
568,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
569,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
570,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
571,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
572,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
573,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
574,PUGET SOUND ENERGY INC,Unknown
575,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
576,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
577,PUGET SOUND ENERGY INC,Unknown
578,PUGET SOUND ENERGY INC,Unknown
579,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
580,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
581,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
582,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
583,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
584,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
585,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
586,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
587,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
588,PUGET SOUND ENERGY INC,Unknown
589,PUGET SOUND ENERGY INC,Unknown
590,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
591,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
592,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
593,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
594,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
595,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
596,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
597,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
598,PUGET SOUND ENERGY INC,Unknown
599,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
600,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
601,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
602,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
603,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
604,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
605,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
606,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
607,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
608,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
609,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
610,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
611,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
612,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
613,PUGET SOUND ENERGY INC,Unknown
614,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
615,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
616,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
617,PUGET SOUND ENERGY INC,Unknown
618,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,Unknown
619,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
620,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
621,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
622,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
623,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
624,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
625,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
626,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
627,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
628,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
629,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
630,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
631,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
632,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
633,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
634,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
635,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
636,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
637,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
638,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
639,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
640,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
641,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
642,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
643,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
644,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
645,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
646,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
647,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
648,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,Unknown
649,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
650,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
651,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
652,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
653,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
654,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
655,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
656,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
657,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
658,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
659,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
660,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
661,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
662,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
663,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
664,PUGET SOUND ENERGY INC,Unknown
665,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
666,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
667,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
668,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
669,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
670,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
671,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
672,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
673,PUGET SOUND ENERGY INC,Unknown
674,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
675,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
676,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
677,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
678,PUGET SOUND ENERGY INC,Unknown
679,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
680,PUGET SOUND ENERGY INC,Unknown
681,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
682,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
683,PUGET SOUND ENERGY INC,Unknown
684,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
685,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
686,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
687,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
688,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
689,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
690,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
691,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
692,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
693,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
694,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
695,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
696,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
697,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
698,PUGET SOUND ENERGY INC,Unknown
699,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
700,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
701,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
702,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
703,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
704,PUGET SOUND ENERGY INC,Unknown
705,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
706,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
707,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
708,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
709,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
710,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
711,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
712,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
713,PUGET SOUND ENERGY INC,Unknown
714,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
715,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
716,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,Unknown
717,PUGET SOUND ENERGY INC,Unknown
718,PUGET SOUND ENERGY INC,Unknown
719,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
720,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
721,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
722,PUGET SOUND ENERGY INC,Unknown
723,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
724,PUGET SOUND ENERGY INC,Unknown
725,PUGET SOUND ENERGY INC,Unknown
726,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
727,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
728,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
729,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
730,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
731,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
732,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
733,PUGET SOUND ENERGY INC,Unknown
734,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
735,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
736,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
737,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
738,PUGET SOUND ENERGY INC,Unknown
739,PUGET SOUND ENERGY INC,Unknown
740,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
741,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
742,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
743,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
744,PACIFICORP,Unknown
745,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
746,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
747,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
748,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
749,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
750,PUGET SOUND ENERGY INC,Unknown
751,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
752,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
753,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
754,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,Unknown
755,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
756,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
757,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
758,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
759,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
760,PUGET SOUND ENERGY INC,Unknown
761,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
762,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
763,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
764,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
765,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
766,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
767,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
768,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
769,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
770,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
771,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
772,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
773,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
774,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
775,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
776,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
777,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
778,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
779,PUGET SOUND ENERGY INC,Unknown
780,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
781,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
782,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
783,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
784,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
785,PUGET SOUND ENERGY INC,Unknown
786,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
787,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
788,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
789,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
790,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
791,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
792,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
793,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
794,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
795,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
796,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
797,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
798,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
799,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
800,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
801,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
802,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
803,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
804,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
805,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
806,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
807,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
808,PUGET SOUND ENERGY INC,Unknown
809,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
810,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
811,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
812,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
813,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
814,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
815,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
816,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
817,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
818,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
819,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
820,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
821,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
822,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
823,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
824,PUGET SOUND ENERGY INC,Unknown
825,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
826,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
827,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
828,PUGET SOUND ENERGY INC,Unknown
829,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
830,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
831,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
832,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
833,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Unknown
834,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
835,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
836,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
837,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
838,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
839,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
840,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
841,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
842,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
843,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
844,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
845,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
846,PUGET SOUND ENERGY INC,Unknown
847,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
848,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
849,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
850,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
851,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
852,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
853,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
854,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
855,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
856,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
857,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
858,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
859,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
860,PUGET SOUND ENERGY INC,Unknown
861,PUGET SOUND ENERGY INC,Unknown
862,PUGET SOUND ENERGY INC,Unknown
863,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
864,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
865,PUGET SOUND ENERGY INC,Unknown
866,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
867,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
868,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),WA
869,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
870,PUGET SOUND ENERGY INC,Unknown
871,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
872,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
873,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
874,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
875,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
876,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),WA
877,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
878,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),WA
